PP_ID	GROUP	LANGUAGE_RANK	LANGUAGE	PART	TRIAL	TRIAL_FIXATION_COUNT	TRIAL_DWELL_TIME	IA_ID	WORD_ID	IA_LABEL	IA_LABEL_NO_PUNCTUATIONS	IA_FIRST_FIXATION_DURATION	IA_FIRST_RUN_DWELL_TIME	IA_DWELL_TIME	IA_SKIP	IA_FIRST_RUN_FIXATION_COUNT	IA_FIXATION_COUNT	IA_REGRESSION_PATH_DURATION	IA_SELECTIVE_REGRESSION_PATH_DURATION	MWS_Repetition_Within_One_Session	MWS_Repetition_Across_Sessions	Adj_Word_Repetition_Within_One_Session	Adj_Word_Repetition_Across_Sessions	Noun_Word_Repetition_Within_One_Session	Noun_Word_Repetition_Across_Sessions	MWS_Frequency	Adj_Word_Frequency	Noun_Word_Frequency	MWS_Length
pp23	Monolinguals	L1	English	2	37	83	12076	86	2-37-86	purple box	purple box	159	159	159	0	1	1	159	159	1	1	2	5	1	6	3	1246	8363	10
pp23	Monolinguals	L1	English	2	38	82	11783	79	2-38-79	extraordinary coincidence."	extraordinary coincidence	159	494	494	0	3	3	494	494	1	1	1	5	1	1	8	2819	847	25
pp23	Monolinguals	L1	English	2	41	67	10116	9	2-41-9	old envelope,	old envelope	238	384	384	0	2	2	384	384	1	2	4	22	2	6	8	52171	1274	12
pp23	Monolinguals	L1	English	2	43	63	8981	50	2-43-50	old gruffness.	old gruffness	113	473	473	0	2	2	473	473	1	1	5	23	1	1	0	52171	5	13
pp23	Monolinguals	L1	English	2	46	73	11051	48	2-46-48	greatest fool	greatest fool	96	96	246	0	1	2	458	246	1	1	1	3	2	5	2	4989	1833	13
pp23	Monolinguals	L1	English	2	46	73	11051	87	2-46-87	poor soul.	poor soul	225	428	428	0	2	2	428	428	1	1	2	10	1	1	65	14392	2855	9
pp23	Monolinguals	L1	English	2	46	73	11051	101	2-46-101	silly things	silly things	103	103	103	0	1	1	103	103	1	1	1	1	2	7	60	2620	40472	12
pp23	Monolinguals	L1	English	2	47	74	10941	15	2-47-15	faint smile.	faint smile	.	.	0	1	.	0	.	.	2	2	5	9	2	2	104	1562	6795	11
pp23	Monolinguals	L1	English	2	47	74	10941	28	2-47-28	local police	local police	134	315	315	0	2	2	315	315	1	1	1	2	1	3	366	45552	26454	12
pp23	Monolinguals	L1	English	2	47	74	10941	55	2-47-55	soaked fly	soaked fly	151	151	396	0	1	2	151	151	1	1	1	1	1	2	0	502	3676	10
pp23	Monolinguals	L1	English	2	48	63	9929	36	2-48-36	fresh tea.	fresh tea	378	515	515	0	2	2	515	515	2	2	2	5	2	14	26	6518	7942	9
pp23	Monolinguals	L1	English	2	49	130	24085	27	2-49-27	old times."	old times	147	147	147	0	1	1	147	147	1	2	6	24	1	6	158	52171	28849	9
pp23	Monolinguals	L1	English	2	50	68	10035	81	2-50-81	new note	new note	192	192	192	0	1	1	192	192	1	1	4	4	2	3	0	121905	10189	8
pp23	Monolinguals	L1	English	2	51	70	10274	72	2-51-72	different footing.	different footing	137	297	297	0	2	2	297	297	1	1	1	5	1	2	5	47209	405	17
pp23	Monolinguals	L1	English	2	52	65	9659	24	2-52-24	whole bunch,	whole bunch	123	264	264	0	2	2	264	264	1	1	1	7	1	4	19	29684	1156	11
pp23	Monolinguals	L1	English	2	56	69	9705	63	2-56-63	great risk,	great risk	222	344	344	0	2	2	344	344	1	1	7	22	2	2	59	46108	11632	10
pp23	Monolinguals	L1	English	2	58	52	7328	46	2-58-46	little friend,	little friend	168	168	168	0	1	1	168	168	1	1	6	38	5	22	0	61932	16202	13
pp23	Monolinguals	L1	English	2	59	79	12215	6	2-59-6	faint smile	faint smile	119	119	119	0	1	1	119	119	3	3	6	10	3	3	104	1562	6795	11
pp23	Monolinguals	L1	English	2	59	79	12215	12	2-59-12	expressive mouth,	expressive mouth	228	228	228	0	1	1	228	228	1	1	1	2	2	2	3	515	8738	16
pp23	Monolinguals	L1	English	2	59	79	12215	72	2-59-72	quiet way.	quiet way	117	301	301	0	2	2	301	301	1	1	1	6	5	20	58	5966	94797	9
pp23	Monolinguals	L1	English	2	60	63	9591	38	2-60-38	bad friend."	bad friend	230	230	230	0	1	1	230	230	1	1	1	4	8	25	0	14649	16202	10
pp23	Monolinguals	L1	English	2	61	70	10269	24	2-61-24	real woman.	real woman	205	330	364	0	2	3	579	364	1	1	1	5	4	16	56	22277	21791	10
pp23	Monolinguals	L1	English	2	61	70	10269	50	2-61-50	other matters	other matters	98	503	503	0	4	4	503	503	1	1	6	14	2	5	458	152363	8577	13
pp23	Monolinguals	L1	English	2	61	70	10269	54	2-61-54	frightful row	frightful row	176	176	176	0	1	1	176	176	1	1	1	1	1	5	1	153	4959	13
pp23	Monolinguals	L1	English	2	61	70	10269	79	2-61-79	little man	little man	238	238	238	0	1	1	238	238	2	8	8	40	10	33	506	61932	58168	10
pp23	Monolinguals	L1	English	2	62	72	9722	42	2-62-42	dear fellow,"	dear fellow	205	205	326	0	1	4	1418	326	1	2	5	16	1	12	58	8411	4283	11
pp23	Monolinguals	L1	English	2	64	59	8941	3	2-64-3	slight flush	slight flush	171	277	277	0	2	2	277	277	1	1	4	4	1	1	10	2868	644	12
pp23	Monolinguals	L1	English	2	64	59	8941	66	2-64-66	good morning."	good morning	236	236	236	0	1	1	236	236	1	1	12	36	8	18	805	79878	19846	12
pp23	Monolinguals	L1	English	2	65	74	10777	35	2-65-35	little idea,	little idea	167	260	260	0	2	2	260	260	1	1	11	43	6	16	137	61932	20821	11
pp23	Monolinguals	L1	English	2	69	62	8932	52	2-69-52	heavy deposit.	heavy deposit	144	313	313	0	2	2	313	313	1	1	1	2	1	1	0	9019	1961	13
pp23	Monolinguals	L1	English	2	70	56	10184	70	2-70-70	fresh will,	fresh will	150	150	150	0	1	1	150	150	1	1	4	7	47	88	0	6518	248439	10
pp23	Monolinguals	L1	English	2	71	56	8957	44	2-71-44	bad master.	bad master	193	312	312	0	2	2	312	312	1	1	2	5	2	2	0	14649	6281	10
pp23	Monolinguals	L1	English	2	71	56	8957	47	2-71-47	simplest explanation	simplest explanation	434	593	593	0	2	2	593	593	1	1	1	1	3	4	7	969	4592	20
pp23	Monolinguals	L1	English	2	73	52	8054	17	2-73-17	fresh circumstance	fresh circumstance	236	364	364	0	2	2	364	364	1	1	5	8	2	5	0	6518	596	18
pp23	Monolinguals	L1	English	2	76	71	10563	5	2-76-5	admirable clearness.	admirable clearness	135	425	425	0	3	3	425	425	1	1	1	4	1	1	0	469	18	19
pp23	Monolinguals	L1	English	2	76	71	10563	93	2-76-93	violent quarrel	violent quarrel	141	425	425	0	3	3	425	425	2	2	2	5	3	8	3	2669	552	15
pp23	Monolinguals	L1	English	2	78	77	11912	46	2-78-46	astonishing thing	astonishing thing	63	63	63	0	1	1	63	63	1	1	1	2	4	12	8	830	33483	17
pp23	Monolinguals	L1	English	2	79	69	10717	73	2-79-73	fresh air	fresh air	79	79	124	0	1	2	248	124	1	1	6	9	2	3	547	6518	18109	9
pp23	Monolinguals	L1	English	2	79	69	10717	97	2-79-97	young man	young man	151	339	339	0	2	2	339	339	1	2	1	11	11	34	2807	32003	58168	9
pp23	Monolinguals	L1	English	2	80	61	10415	42	2-80-42	young man	young man	213	332	332	0	2	2	332	332	2	3	2	12	12	35	2807	32003	58168	9
pp23	Monolinguals	L1	English	2	81	54	8165	34	2-81-34	dry lips.	dry lips	148	148	148	0	1	1	148	148	1	1	1	1	2	4	79	6382	4594	8
pp23	Monolinguals	L1	English	2	81	54	8165	83	2-81-83	young man	young man	120	120	120	0	1	1	120	120	4	5	4	14	14	37	2807	32003	58168	9
pp23	Monolinguals	L1	English	2	83	70	10711	9	2-83-9	dead silence,	dead silence	216	216	216	0	1	1	216	216	1	1	1	5	4	7	16	11676	5348	12
pp23	Monolinguals	L1	English	2	83	70	10711	35	2-83-35	deep sigh.	deep sigh	166	166	166	0	1	1	166	166	1	1	1	4	1	2	59	10141	1069	9
pp23	Monolinguals	L1	English	2	84	63	9924	6	2-84-6	glorious day!"	glorious day	179	179	179	0	1	1	179	179	1	1	1	3	5	15	36	1062	59298	12
pp23	Monolinguals	L1	English	2	84	63	9924	47	2-84-47	important fact	important fact	118	118	597	0	1	3	806	597	1	1	4	9	8	13	166	38450	36295	14
pp23	Monolinguals	L1	English	2	84	63	9924	54	2-84-54	peculiar clothes,	peculiar clothes	210	418	418	0	2	2	418	418	1	1	1	6	1	1	5	1378	6858	16
pp23	Monolinguals	L1	English	2	85	67	11061	29	2-85-29	stupid men	stupid men	222	222	222	0	1	1	222	222	1	1	1	2	2	2	11	3050	36659	10
pp23	Monolinguals	L1	English	2	85	67	11061	87	2-85-87	little man,	little man	184	184	184	0	1	1	184	184	3	9	14	46	16	39	506	61932	58168	10
pp23	Monolinguals	L1	English	2	89	60	10031	59	2-89-59	little chap?	little chap	57	152	152	0	2	2	152	152	1	1	15	47	1	1	42	61932	1490	11
pp23	Monolinguals	L1	English	2	90	71	11616	41	2-90-41	liberal gentleman	liberal gentleman	228	422	422	0	2	2	422	422	1	1	1	1	2	2	0	5385	5061	17
pp23	Monolinguals	L1	English	2	90	71	11616	81	2-90-81	piquant gipsy	piquant gipsy	183	420	420	0	2	2	420	420	1	1	1	1	1	3	0	58	225	13
pp23	Monolinguals	L1	English	2	90	71	11616	95	2-90-95	baser mainspring	baser mainspring	139	319	319	0	2	2	319	319	1	1	1	1	1	1	0	34	29	16
pp23	Monolinguals	L1	English	2	91	55	9023	10	2-91-10	curious obsession.	curious obsession	180	357	357	0	3	3	357	357	1	1	4	11	2	2	0	2078	638	17
pp23	Monolinguals	L1	English	2	92	74	11132	72	2-92-72	breathless hush,	breathless hush	159	317	317	0	2	2	317	317	1	1	1	1	2	3	3	459	293	15
pp23	Monolinguals	L1	English	2	92	74	11132	92	2-92-92	greatest authorities	greatest authorities	205	422	422	0	2	2	422	422	1	1	2	4	1	1	0	4989	12711	20
pp23	Monolinguals	L1	English	2	93	66	10319	5	2-93-5	brief words,	brief words	146	273	273	0	2	2	273	273	1	2	2	4	6	16	14	5416	23354	11
pp23	Monolinguals	L1	English	2	96	81	11602	8	2-96-8	rapid drug	rapid drug	193	252	252	0	2	2	252	252	1	1	1	3	1	1	3	3517	4868	10
pp23	Monolinguals	L1	English	2	97	91	14920	63	2-97-63	bitter taste.	bitter taste	99	99	99	0	1	1	99	99	1	1	1	1	3	3	62	2388	3944	12
pp23	Monolinguals	L1	English	2	98	72	10916	20	2-98-20	unknown reason	unknown reason	149	276	276	0	2	2	276	276	1	1	2	3	6	9	48	4240	18026	14
pp23	Monolinguals	L1	English	2	98	72	10916	71	2-98-71	weak heart,	weak heart	186	186	186	0	1	1	186	186	1	1	1	1	6	7	19	3431	13162	10
pp23	Monolinguals	L1	English	2	100	69	9776	24	2-100-24	natural means."	natural means	202	303	303	0	2	2	303	303	1	1	3	9	2	3	41	13910	25907	13
pp23	Monolinguals	L1	English	2	100	69	9776	74	2-100-74	cumulative effect	cumulative effect	163	163	284	0	1	2	163	163	1	1	1	1	1	3	127	698	22887	17
pp23	Monolinguals	L1	English	2	101	61	9870	84	2-101-84	chronic symptoms	chronic symptoms	260	402	402	0	2	2	402	402	1	1	1	1	3	5	21	1676	3097	16
pp23	Monolinguals	L1	English	2	101	61	9870	95	2-101-95	whole thing	whole thing	201	383	383	0	2	2	383	383	1	2	5	11	6	14	1216	29684	33483	11
pp23	Monolinguals	L1	English	2	102	77	11298	32	2-102-32	large amount	large amount	198	198	198	1	1	1	198	198	1	1	1	6	1	1	356	33965	15125	12
pp23	Monolinguals	L1	English	2	102	77	11298	60	2-102-60	whole bottle	whole bottle	174	291	291	0	2	2	291	291	1	1	6	12	1	4	24	29684	3900	12
pp23	Monolinguals	L1	English	2	104	71	11701	13	2-104-13	violent ringing	violent ringing	140	140	140	0	1	1	140	140	1	1	3	6	1	1	0	2669	1145	15
pp23	Monolinguals	L1	English	2	105	61	8553	77	2-105-77	subsequent happenings.	subsequent happenings	94	218	218	0	2	2	218	218	1	1	1	1	1	1	2	4334	219	21
pp23	Monolinguals	L1	English	2	106	58	9425	6	2-106-6	faint insolence	faint insolence	280	481	481	0	2	2	481	481	1	1	7	11	1	1	0	1562	55	15
pp23	Monolinguals	L1	English	2	107	71	11244	5	2-107-5	faintest pause,	faintest pause	184	184	184	0	1	1	184	184	1	1	1	1	2	3	0	238	1800	14
pp23	Monolinguals	L1	English	2	107	71	11244	8	2-107-8	mere hesitation	mere hesitation	184	184	184	0	1	1	184	184	1	1	3	4	1	2	0	3306	615	15
pp23	Monolinguals	L1	English	2	108	69	9412	27	2-108-27	faint spot	faint spot	152	152	152	0	1	1	152	152	1	1	8	12	1	3	0	1562	4757	10
pp23	Monolinguals	L1	English	2	108	69	9412	44	2-108-44	private conversations."	private conversations	172	312	312	0	2	2	312	312	1	1	2	3	1	1	19	17340	1005	21
pp23	Monolinguals	L1	English	2	108	69	9412	60	2-108-60	stray word	stray word	160	160	160	0	1	1	160	160	1	1	1	1	9	10	0	512	18329	10
pp23	Monolinguals	L1	English	2	108	69	9412	72	2-108-72	private conversation?"	private conversation	174	237	237	0	2	2	237	237	1	1	3	4	3	7	43	17340	5124	20
pp23	Monolinguals	L1	English	2	109	60	8936	44	2-109-44	tawny eyes	tawny eyes	372	562	562	0	2	2	562	562	1	2	1	2	14	28	13	210	27226	10
pp23	Monolinguals	L1	English	2	112	69	10900	37	2-112-37	dear husband	dear husband	139	139	139	0	1	1	139	139	1	2	7	18	8	16	16	8411	10581	12
pp23	Monolinguals	L1	English	2	112	69	10900	43	2-112-43	old woman&	old woman	213	213	213	0	1	1	213	213	2	3	10	28	7	19	877	52171	21791	9
pp23	Monolinguals	L1	English	2	114	60	9443	47	2-114-47	young man	young man	171	171	260	0	1	2	437	260	6	7	6	16	17	40	2807	32003	58168	9
pp23	Monolinguals	L1	English	2	114	60	9443	51	2-114-51	pale face.	pale face	227	227	227	0	1	1	227	227	1	1	2	3	14	34	326	3244	32434	9
pp23	Monolinguals	L1	English	2	114	60	9443	74	2-114-74	particular shop,	particular shop	166	166	166	0	1	1	166	166	1	1	1	2	3	3	0	28592	10310	15
pp23	Monolinguals	L1	English	2	115	64	9790	19	2-115-19	unauthorized person?"	unauthorized person	104	353	353	0	3	3	353	353	1	1	1	1	5	8	0	101	24365	19
pp23	Monolinguals	L1	English	2	116	77	12339	57	2-116-57	young man	young man	130	130	250	0	1	2	399	250	7	8	8	18	18	41	2807	32003	58168	9
pp23	Monolinguals	L1	English	2	116	77	12339	102	2-116-102	human nature	human nature	113	113	113	0	1	1	172	113	1	1	1	1	2	4	605	19071	17676	12
pp23	Monolinguals	L1	English	2	117	51	7289	49	2-117-49	breathless silence,	breathless silence	191	334	334	0	2	2	334	334	1	1	2	2	5	8	6	459	5348	18
pp23	Monolinguals	L1	English	2	118	63	9954	46	2-118-46	perfect health."	perfect health	118	240	240	0	2	2	240	240	2	2	3	4	2	2	24	5494	24172	14
pp23	Monolinguals	L1	English	2	119	70	10423	5	2-119-5	old envelope	old envelope	112	112	112	0	1	1	112	112	2	3	12	30	4	8	8	52171	1274	12
pp23	Monolinguals	L1	English	2	119	70	10423	59	2-119-59	mere matter	mere matter	163	240	474	0	2	3	710	474	2	3	4	5	9	20	21	3306	21586	11
pp23	Monolinguals	L1	English	2	121	75	11193	24	2-121-24	bad impression.	bad impression	102	102	175	0	1	3	192	147	1	1	5	8	2	5	22	14649	4064	14
pp23	Monolinguals	L1	English	2	121	75	11193	48	2-121-48	deep breath	deep breath	145	145	145	0	1	1	145	145	1	1	2	5	1	1	620	10141	4747	11
pp23	Monolinguals	L1	English	2	121	75	11193	77	2-121-77	dear wife.	dear wife	194	317	317	0	2	2	317	317	1	1	8	19	4	16	35	8411	16257	9
pp23	Monolinguals	L1	English	2	122	68	11081	43	2-122-43	quiet assurance	quiet assurance	214	214	214	0	1	1	214	214	1	1	2	7	1	1	3	5966	1797	15
pp23	Monolinguals	L1	English	2	123	78	11000	38	2-123-38	poor wife	poor wife	151	151	151	0	1	1	151	151	1	2	6	14	5	17	36	14392	16257	9
pp23	Monolinguals	L1	English	2	124	68	9620	83	2-124-83	ample time	ample time	207	263	263	0	2	2	263	263	2	2	2	2	21	54	56	797	151012	10
pp23	Monolinguals	L1	English	2	125	68	9743	37	2-125-37	other man	other man	165	165	165	0	1	1	165	165	1	1	10	18	23	46	0	152363	58168	9
pp23	Monolinguals	L1	English	2	128	81	12453	6	2-128-6	other man.	other man	132	132	132	0	1	1	132	132	2	2	11	19	24	47	0	152363	58168	9
pp23	Monolinguals	L1	English	2	128	81	12453	39	2-128-39	great days,	great days	130	130	130	0	1	1	130	130	1	1	12	27	2	9	135	46108	31542	10
pp23	Monolinguals	L1	English	2	128	81	12453	78	2-128-78	friendly reminiscences	friendly reminiscences	121	121	436	0	1	4	611	436	1	1	1	1	1	1	0	3866	157	22
pp23	Monolinguals	L1	English	2	129	67	10230	10	2-129-10	clear case	clear case	190	190	190	0	1	1	190	190	1	1	4	11	14	25	158	24762	44641	10
pp23	Monolinguals	L1	English	2	129	67	10230	37	2-129-37	whole thing	whole thing	86	86	86	1	1	1	86	86	2	3	8	14	7	15	1216	29684	33483	11
pp23	Monolinguals	L1	English	2	130	61	9671	7	2-130-7	certain conclusions…	certain conclusions	178	559	559	0	4	4	559	559	1	1	9	15	2	2	19	21589	2351	19
pp23	Monolinguals	L1	English	2	131	79	12107	23	2-131-23	smart doctor	smart doctor	260	494	494	0	2	2	494	494	1	1	1	1	5	13	3	1711	10066	12
pp23	Monolinguals	L1	English	2	132	77	11810	20	2-132-20	wooden shutter	wooden shutter	143	143	143	0	1	1	143	143	1	1	2	3	1	1	1	3365	130	14
pp23	Monolinguals	L1	English	2	136	59	8933	36	2-136-36	warm moments	warm moments	175	318	318	0	2	2	318	318	1	1	2	3	3	9	0	6669	3004	12
pp23	Monolinguals	L1	English	2	137	68	10510	6	2-137-6	ingenious ways,"	ingenious ways	174	174	174	0	1	1	174	174	1	1	3	3	1	1	9	437	14557	14
pp23	Monolinguals	L1	English	2	137	68	10510	27	2-137-27	plausible stories!	plausible stories	159	487	487	0	2	2	487	487	1	1	1	1	1	2	2	787	4554	17
pp23	Monolinguals	L1	English	2	137	68	10510	35	2-137-35	stony denials!"	stony denials	102	246	246	0	2	2	246	246	1	1	1	1	2	2	0	357	120	13
pp23	Monolinguals	L1	English	2	138	54	8360	43	2-138-43	whole thing	whole thing	.	.	0	1	.	0	.	.	3	4	9	15	9	17	1216	29684	33483	11
pp23	Monolinguals	L1	English	2	140	63	9305	25	2-140-25	whole household	whole household	199	199	199	0	1	1	199	199	1	2	10	16	2	5	20	29684	3850	15
pp23	Monolinguals	L1	English	2	141	87	14332	59	2-141-59	black beard	black beard	164	164	164	0	1	1	164	164	2	3	2	3	3	5	53	23609	882	11
pp23	Monolinguals	L1	English	2	142	45	6715	26	2-142-26	important fact	important fact	126	303	303	0	2	2	303	303	2	2	5	10	12	17	166	38450	36295	14
pp23	Monolinguals	L1	English	2	142	45	6715	32	2-142-32	peculiar clothes,	peculiar clothes	101	101	198	0	1	2	336	198	2	2	2	7	3	3	5	1378	6858	16
pp23	Monolinguals	L1	English	2	142	45	6715	36	2-142-36	black beard,	black beard	169	169	169	0	1	1	169	169	3	4	3	4	4	6	53	23609	882	11
pp23	Monolinguals	L1	English	2	144	53	7790	26	2-144-26	sure thing	sure thing	124	124	124	0	1	1	124	124	1	1	15	25	10	18	168	23470	33483	10
pp23	Monolinguals	L1	English	2	144	53	7790	48	2-144-48	peculiar appearance	peculiar appearance	119	448	448	0	3	3	448	448	1	1	3	8	2	3	0	1378	5235	19
pp23	Monolinguals	L1	English	2	146	37	5516	20	2-146-20	faint conviction	faint conviction	72	72	72	0	1	1	72	72	1	1	9	13	2	2	0	1562	1977	16
pp23	Monolinguals	L1	English	2	146	37	5516	24	2-146-24	obvious deduction	obvious deduction	240	240	240	0	1	1	240	240	1	1	1	1	1	2	1	8234	403	17
pp23	Monolinguals	L1	English	2	147	56	9040	47	2-147-47	good fright	good fright	200	200	200	0	1	1	200	200	1	1	19	43	1	1	0	79878	396	11
pp23	Monolinguals	L1	English	2	148	64	10455	87	2-148-87	natural suggestion	natural suggestion	162	368	368	0	2	2	368	368	1	1	4	10	4	5	0	13910	3017	18
pp23	Monolinguals	L1	English	2	150	59	8441	5	2-150-5	technical knowledge,	technical knowledge	129	159	159	0	2	2	159	159	1	1	1	1	3	3	112	6641	14193	19
pp23	Monolinguals	L1	English	2	151	51	7745	13	2-151-13	good deal	good deal	144	144	144	0	1	1	144	144	1	1	20	44	1	1	1306	79878	16699	9
pp23	Monolinguals	L1	English	2	152	55	9104	4	2-152-4	good deal	good deal	128	128	128	0	1	1	128	128	2	2	21	45	2	2	1306	79878	16699	9
pp23	Monolinguals	L1	English	2	154	75	11555	33	2-154-33	great respect	great respect	144	270	270	0	2	2	270	270	1	1	13	28	2	3	107	46108	9820	13
pp23	Monolinguals	L1	English	2	154	75	11555	77	2-154-77	curious look,	curious look	197	314	314	0	2	2	314	314	1	1	5	12	10	19	18	2078	51549	12
pp23	Monolinguals	L1	English	2	155	53	8165	21	2-155-21	other wing	other wing	133	133	133	0	1	1	133	133	1	1	13	21	1	6	0	152363	2798	10
pp23	Monolinguals	L1	English	2	155	53	8165	45	2-155-45	famous sleeper,	famous sleeper	175	319	319	0	2	2	319	319	1	1	2	5	2	3	0	6293	142	14
pp23	Monolinguals	L1	English	2	156	53	8199	17	2-156-17	imaginary speck	imaginary speck	209	352	352	0	2	2	352	352	1	1	1	1	1	2	0	716	107	15
pp23	Monolinguals	L1	English	2	157	70	11608	9	2-157-9	low tone	low tone	166	166	166	0	1	1	166	166	1	1	4	6	3	5	53	16453	4194	8
pp23	Monolinguals	L1	English	2	157	70	11608	63	2-157-63	excellent reasons	excellent reasons	133	338	338	0	2	2	338	338	1	1	1	2	1	1	7	6449	10595	17
pp23	Monolinguals	L1	English	2	157	70	11608	81	2-157-81	tangible proofs,	tangible proofs	175	420	420	0	2	2	420	420	1	1	2	2	2	2	0	589	234	15
pp23	Monolinguals	L1	English	2	158	69	11805	38	2-158-38	tangible reality.	tangible reality	80	80	80	0	1	1	107	80	1	1	3	3	1	1	3	589	6333	16
pp23	Monolinguals	L1	English	2	158	69	11805	56	2-158-56	daily papers,	daily papers	181	337	337	0	2	2	337	337	1	1	1	1	7	10	49	7405	6091	12
pp23	Monolinguals	L1	English	2	159	76	12018	10	2-159-10	hundred times,	hundred times	289	289	289	0	1	1	289	289	1	1	1	2	2	7	320	18576	28849	13
pp23	Monolinguals	L1	English	2	159	76	12018	78	2-159-78	official detectives	official detectives	236	236	236	0	1	1	236	236	1	1	2	2	7	7	0	9335	898	19
pp23	Monolinguals	L1	English	2	159	76	12018	112	2-159-112	certain object.	certain object	149	149	149	0	1	1	149	149	1	1	12	18	3	6	12	21589	6135	14
pp23	Monolinguals	L1	English	2	160	50	7732	26	2-160-26	faint start	faint start	153	281	281	0	2	2	281	281	1	1	10	14	2	4	0	1562	22814	11
pp23	Monolinguals	L1	English	2	160	50	7732	59	2-160-59	poor wife,"	poor wife	78	78	78	0	1	1	78	78	2	3	7	15	10	22	36	14392	16257	9
pp23	Monolinguals	L1	English	2	161	55	8580	47	2-161-47	official caution	official caution	87	337	337	0	3	3	337	337	1	1	3	3	1	2	2	9335	1285	16
pp23	Monolinguals	L1	English	2	162	62	8938	3	2-162-3	little gasp	little gasp	125	125	125	0	1	1	125	125	1	1	28	60	1	1	22	61932	359	11
pp24	Monolinguals	L1	English	2	5	82	19860	11	2-5-11	lively curiosity.	lively curiosity	347	347	347	0	1	1	492	347	1	2	1	2	1	3	5	1412	1065	16
pp24	Monolinguals	L1	English	2	5	82	19860	44	2-5-44	wild idea	wild idea	268	268	268	0	1	1	268	268	1	1	1	3	1	11	11	5340	20821	9
pp25	Monolinguals	L1	English	2	5	60	10527	11	2-5-11	lively curiosity.	lively curiosity	212	386	386	0	2	2	386	386	1	2	1	2	1	3	5	1412	1065	16
pp25	Monolinguals	L1	English	2	5	60	10527	44	2-5-44	wild idea	wild idea	348	348	348	0	1	1	348	348	1	1	1	3	1	11	11	5340	20821	9
pp25	Monolinguals	L1	English	2	9	60	11402	32	2-9-32	infinite care,	infinite care	251	463	463	0	2	2	463	463	1	1	1	1	1	4	13	913	24178	13
pp25	Monolinguals	L1	English	2	9	60	11402	50	2-9-50	separate test	separate test	178	178	178	0	1	1	178	178	1	1	1	1	1	2	0	8917	13460	13
pp25	Monolinguals	L1	English	2	9	60	11402	65	2-9-65	curious change.	curious change	258	481	481	0	2	2	481	481	1	1	1	8	1	1	0	2078	31153	14
pp25	Monolinguals	L1	English	2	12	54	9083	21	2-12-21	false hopes.	false hopes	307	307	307	1	1	1	307	307	1	1	1	1	1	1	22	3529	4124	11
pp25	Monolinguals	L1	English	2	13	63	11902	3	2-13-3	faint cloud	faint cloud	154	154	154	0	1	1	154	154	1	1	1	5	1	1	2	1562	2098	11
pp25	Monolinguals	L1	English	2	13	63	11902	27	2-13-27	momentary stiffness	momentary stiffness	235	558	558	0	3	3	558	558	1	1	1	1	1	1	0	293	230	19
pp25	Monolinguals	L1	English	2	13	63	11902	36	2-13-36	awkward silence	awkward silence	192	327	327	0	2	2	327	327	1	1	1	1	1	4	35	1487	5348	15
pp25	Monolinguals	L1	English	2	15	80	15130	28	2-15-28	ample time	ample time	141	141	141	0	1	1	141	141	1	1	1	1	1	34	56	797	151012	10
pp25	Monolinguals	L1	English	2	15	80	15130	62	2-15-62	valuable point	valuable point	172	369	369	1	2	2	369	369	1	1	1	1	2	7	21	3816	39067	14
pp25	Monolinguals	L1	English	2	16	79	14496	52	2-16-52	red eyes,	red eyes	166	166	166	1	1	1	166	166	1	1	1	2	1	15	179	14374	27226	8
pp25	Monolinguals	L1	English	2	17	77	13016	87	2-17-87	grey frock,	grey frock	191	339	339	0	2	2	339	339	1	1	1	2	1	1	0	5406	196	10
pp25	Monolinguals	L1	English	2	18	68	12912	26	2-18-26	queer way	queer way	167	167	167	0	1	1	167	167	1	1	1	1	1	16	8	313	94797	9
pp25	Monolinguals	L1	English	2	18	68	12912	32	2-18-32	great strength	great strength	179	179	179	1	1	1	179	179	1	1	3	18	1	2	122	46108	6879	14
pp25	Monolinguals	L1	English	2	18	68	12912	82	2-18-82	beastly headache."	beastly headache	262	725	725	1	3	3	725	725	1	1	1	1	1	1	0	116	756	16
pp25	Monolinguals	L1	English	2	19	88	17120	72	2-19-72	little man	little man	241	241	241	0	1	1	241	241	1	7	3	35	4	27	506	61932	58168	10
pp25	Monolinguals	L1	English	2	20	74	13099	83	2-20-83	lower voice:	lower voice	182	332	332	1	2	2	332	332	1	1	1	2	1	17	31	12096	23205	11
pp25	Monolinguals	L1	English	2	22	74	12031	34	2-22-34	pleasant man	pleasant man	107	107	312	0	1	2	494	312	1	1	1	5	5	28	38	2542	58168	12
pp25	Monolinguals	L1	English	2	22	74	12031	39	2-22-39	keen eyes,	keen eyes	212	212	212	0	1	1	212	212	1	1	1	2	3	17	28	3655	27226	9
